x	y
1.e-6	-1.591485782564669e11
2.e-6	-3.978555395600035e10
3.e-6	-1.7681761729439457e10
4.e-6	-9.94559358635093e9
4.9999999999999996e-6	-6.364925648336587e9
5.999999999999999e-6	-4.419910749421082e9
7.e-6	-3.247151727620993e9
8.e-6	-2.486001315407881e9
9.e-6	-1.9641695746151779e9
0.00001	-1.5909138870051897e9
0.000011	-1.3147524266561897e9
0.000012	-1.104713196510089e9
0.000013000000000000001	-9.412565603037748e8
0.000014	-8.115613203414209e8
0.000015	-7.069319136349223e8
0.000016	-6.213021250549688e8
0.000017	-5.50335671665606e8
0.000018	-4.908662834632625e8
0.000019	-4.405383495645146e8
0.000019999999999999998	-3.9757003537189025e8
0.000021	-3.6059339160706735e8
0.000022	-3.2854412981094545e8
0.000023	-3.0058418436126846e8
0.000024	-2.7604637115142137e8
0.000025	-2.5439422013641995e8
0.000026	-2.3519240669271597e8
0.000027	-2.1808470204235232e8
0.000028	-2.0277733440069434e8
0.000029	-1.8902629495697528e8
0.00003	-1.7662755493929014e8
0.000030999999999999995	-1.6540945507007185e8
0.000032	-1.552267330861709e8
0.000032999999999999996	-1.4595579844955185e8
0.00003399999999999999	-1.3749096523224145e8
0.000035	-1.2974142739825384e8
0.000035999999999999994	-1.226288138644865e8
0.000037	-1.1608519972012073e8
0.000037999999999999995	-1.100514788793648e8
0.00003899999999999999	-1.0447602499438466e8
0.000039999999999999996	-9.931358372137779e7
0.000040999999999999994	-9.452435175976594e7
0.000042	-9.007320752410108e7
0.000042999999999999995	-8.592906557118285e7
0.00004399999999999999	-8.206433254544906e7
0.000044999999999999996	-7.845444679865849e7
0.00004599999999999999	-7.507748729343165e7
0.000047	-7.191384012659754e7
0.000047999999999999994	-6.894591316930248e7
0.000049	-6.6157891051564075e7
0.000049999999999999996	-6.353552410104374e7
0.00005099999999999999	-6.1065945963092744e7
0.000052	-5.873751553352627e7
0.000052999999999999994	-5.6539679567441225e7
0.000054	-5.4462852932799965e7
0.000054999999999999995	-5.249831396359384e7
0.00005599999999999999	-5.0638112775327854e7
0.000056999999999999996	-4.8874990741098285e7
0.000057999999999999994	-4.720230960133651e7
0.000059	-4.561398891186842e7
0.000059999999999999995	-4.410445072865184e7
0.00006099999999999999	-4.2668570588018954e7
0.000062	-4.130163397555911e7
0.000063	-3.9999297594206154e7
0.000064	-3.875755483447777e7
0.000065	-3.7572704934887916e7
0.00006599999999999999	-3.6441325388164245e7
0.00006699999999999999	-3.5360247209010206e7
0.000068	-3.432653272865381e7
0.000069	-3.333745562596699e7
0.00007	-3.2390482941090457e7
0.00007099999999999999	-3.1483258849779744e7
0.00007199999999999999	-3.0613590004498344e7
0.000073	-2.977943227097795e7
0.000074	-2.8978878711544365e7
0.000075	-2.8210148682217754e7
0.00007599999999999999	-2.7471577927210666e7
0.00007699999999999999	-2.6761609568411555e7
0.000078	-2.6078785898261737e7
0.000079	-2.542174089505432e7
0.00007999999999999999	-2.4789193389170527e7
0.00008099999999999999	-2.417994081637717e7
0.00008199999999999999	-2.3592853500762224e7
0.000083	-2.3026869417393714e7
0.000084	-2.248098938847488e7
0.00008499999999999999	-2.1954272672948185e7
0.00008599999999999999	-2.1445832912944496e7
0.00008699999999999999	-2.0954834404622182e7
0.000088	-2.048048866382554e7
0.000089	-2.0022051260305677e7
0.00008999999999999999	-1.957881889715704e7
0.00009099999999999999	-1.9150126713187665e7
0.00009199999999999999	-1.8735345789779823e7
0.000093	-1.8333880844348233e7
0.000094	-1.794516809454324e7
0.00009499999999999999	-1.756867327907496e7
0.00009599999999999999	-1.72038898221857e7
0.000097	-1.6850337129684355e7
0.000098	-1.6507559006353997e7
0.000099	-1.6175122184485065e7
0.00009999999999999999	-1.585261495499736e7
0.00010099999999999999	-1.5539645892933283e7
0.000102	-1.5235842670077566e7
0.000103	-1.4940850947700746e7
0.000104	-1.4654333343690835e7
0.00010499999999999999	-1.4375968468117073e7
0.00010599999999999999	-1.4105450022112656e7
0.000107	-1.3842485955559352e7
0.000108	-1.3586797679098673e7
0.00010899999999999999	-1.3338119326448033e7
0.00010999999999999999	-1.3096197063506978e7
0.00011099999999999999	-1.2860788440812862e7
0.000112	-1.2631661786341235e7
0.000113	-1.2408595635679744e7
0.00011399999999999999	-1.2191378197091302e7
0.00011499999999999999	-1.1979806848986696e7
0.00011599999999999999	-1.1773687667582251e7
0.000117	-1.1572834982754612e7
0.000118	-1.1377070960011596e7
0.00011899999999999999	-1.1186225207104582e7
0.00011999999999999999	-1.1000134403365888e7
0.00012099999999999999	-1.0818641950506376e7
0.000122	-1.0641597643248072e7
0.000123	-1.0468857358765135e7
0.00012399999999999998	-1.0300282763479568e7
0.000125	-1.013574103626057e7
0.000126	-9.975104606923565e6
0.000127	-9.818250909130812e6
0.000128	-9.665062146658583e6
0.000129	-9.515425072419193e6
0.00013	-9.369230779236166e6
0.00013099999999999999	-9.22637450183945e6
0.00013199999999999998	-9.086755429226939e6
0.00013299999999999998	-8.950276526974838e6
0.000134	-8.816844368711514e6
0.000135	-8.686368976336828e6
0.000136	-8.558763668421062e6
0.000137	-8.433944916357465e6
0.000138	-8.311832207709755e6
0.000139	-8.192347916512806e6
0.00014	-8.07541717995533e6
0.00014099999999999998	-7.960967781228798e6
0.00014199999999999998	-7.848930038055662e6
0.00014299999999999998	-7.73923669674317e6
0.000144	-7.6318228313021045e6
0.000145	-7.526625747449931e6
0.000146	-7.423584891195305e6
0.000147	-7.322641761755799e6
0.000148	-7.2237398286030395e6
0.000149	-7.126824452359317e6
